query,labels,example_type
What is the subsidiary relationship of Alphabet? List the latest job openings for Google. Show me a market analysis of the fintech sector.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,MARKET_ANALYSIS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. What are the current trends in the startup ecosystem?,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me the parent company of YouTube. Show me current job openings at Apple. Show me the latest TechCrunch articles on startups.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,TECH_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? List the latest job openings for Google. Retrieve recent tech news on emerging startups.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,TECH_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. What are the latest tech headlines in the startup world?,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,TECH_NEWS_QUERY",triple
Show me the parent company of YouTube. Show me current job openings at Apple. Show me the latest funding news in the startup world.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,FUNDING_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? List the latest job openings for Google. Retrieve recent articles about startup funding.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,FUNDING_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. What are the current funding news headlines?,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,FUNDING_NEWS_QUERY",triple
Show me the parent company of YouTube. Show me current job openings at Apple. Show me upcoming industry events for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,EVENT_QUERY",triple
What is the subsidiary relationship of Alphabet? List the latest job openings for Google. List the next tech conferences for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,EVENT_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. What industry events are happening this month for startups?,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,EVENT_QUERY",triple
Show me the parent company of YouTube. Show me current job openings at Apple. Show me current market trends in the startup ecosystem.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,MARKET_TRENDS_QUERY",triple
What is the subsidiary relationship of Alphabet? List the latest job openings for Google. What are the latest market trends in tech startups?,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. Retrieve trends in the venture capital market.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,MARKET_TRENDS_QUERY",triple
Show me the parent company of YouTube. Show me the profile of Elon Musk. What is Elon Musk's educational background?,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,EDUCATION_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve the profile of Jeff Bezos. Show me the degrees held by Jeff Bezos.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,EDUCATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the profile of Sundar Pichai. Retrieve the educational qualifications of Sundar Pichai.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,EDUCATION_QUERY",triple
Show me the parent company of YouTube. Show me the profile of Elon Musk. Who are the main competitors of Apple?,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,COMPETITOR_LOOKUP",triple
What is the subsidiary relationship of Alphabet? Retrieve the profile of Jeff Bezos. List Google's top competitors.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,COMPETITOR_LOOKUP",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the profile of Sundar Pichai. Show me the competitors of Microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,COMPETITOR_LOOKUP",triple
Show me the parent company of YouTube. Show me the profile of Elon Musk. Identify companies in cybersecurity that recently secured funding.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,LEAD_GENERATION_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve the profile of Jeff Bezos. Show me startups in AI that are potential sales leads.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,LEAD_GENERATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the profile of Sundar Pichai. List emerging fintech companies for lead generation.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,LEAD_GENERATION_QUERY",triple
Show me the parent company of YouTube. Show me the profile of Elon Musk. Provide an analysis of the top 5 players in the cloud computing market.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve the profile of Jeff Bezos. Show me a market analysis of the fintech sector.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the profile of Sundar Pichai. What are the current trends in the startup ecosystem?,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me the parent company of YouTube. Show me the profile of Elon Musk. Show me the latest TechCrunch articles on startups.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,TECH_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve the profile of Jeff Bezos. Retrieve recent tech news on emerging startups.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,TECH_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the profile of Sundar Pichai. What are the latest tech headlines in the startup world?,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,TECH_NEWS_QUERY",triple
Show me the parent company of YouTube. Show me the profile of Elon Musk. Show me the latest funding news in the startup world.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,FUNDING_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve the profile of Jeff Bezos. Retrieve recent articles about startup funding.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,FUNDING_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the profile of Sundar Pichai. What are the current funding news headlines?,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,FUNDING_NEWS_QUERY",triple
Show me the parent company of YouTube. Show me the profile of Elon Musk. Show me upcoming industry events for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,EVENT_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve the profile of Jeff Bezos. List the next tech conferences for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,EVENT_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the profile of Sundar Pichai. What industry events are happening this month for startups?,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,EVENT_QUERY",triple
Show me the parent company of YouTube. Show me the profile of Elon Musk. Show me current market trends in the startup ecosystem.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,MARKET_TRENDS_QUERY",triple
What is the subsidiary relationship of Alphabet? Retrieve the profile of Jeff Bezos. What are the latest market trends in tech startups?,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Give me the profile of Sundar Pichai. Retrieve trends in the venture capital market.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,MARKET_TRENDS_QUERY",triple
Show me the parent company of YouTube. What is Elon Musk's educational background? Who are the main competitors of Apple?,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,COMPETITOR_LOOKUP",triple
What is the subsidiary relationship of Alphabet? Show me the degrees held by Jeff Bezos. List Google's top competitors.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,COMPETITOR_LOOKUP",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve the educational qualifications of Sundar Pichai. Show me the competitors of Microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,COMPETITOR_LOOKUP",triple
Show me the parent company of YouTube. What is Elon Musk's educational background? Identify companies in cybersecurity that recently secured funding.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,LEAD_GENERATION_QUERY",triple
What is the subsidiary relationship of Alphabet? Show me the degrees held by Jeff Bezos. Show me startups in AI that are potential sales leads.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,LEAD_GENERATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve the educational qualifications of Sundar Pichai. List emerging fintech companies for lead generation.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,LEAD_GENERATION_QUERY",triple
Show me the parent company of YouTube. What is Elon Musk's educational background? Provide an analysis of the top 5 players in the cloud computing market.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,MARKET_ANALYSIS_QUERY",triple
What is the subsidiary relationship of Alphabet? Show me the degrees held by Jeff Bezos. Show me a market analysis of the fintech sector.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,MARKET_ANALYSIS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve the educational qualifications of Sundar Pichai. What are the current trends in the startup ecosystem?,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me the parent company of YouTube. What is Elon Musk's educational background? Show me the latest TechCrunch articles on startups.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,TECH_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? Show me the degrees held by Jeff Bezos. Retrieve recent tech news on emerging startups.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,TECH_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve the educational qualifications of Sundar Pichai. What are the latest tech headlines in the startup world?,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,TECH_NEWS_QUERY",triple
Show me the parent company of YouTube. What is Elon Musk's educational background? Show me the latest funding news in the startup world.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,FUNDING_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? Show me the degrees held by Jeff Bezos. Retrieve recent articles about startup funding.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,FUNDING_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve the educational qualifications of Sundar Pichai. What are the current funding news headlines?,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,FUNDING_NEWS_QUERY",triple
Show me the parent company of YouTube. What is Elon Musk's educational background? Show me upcoming industry events for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,EVENT_QUERY",triple
What is the subsidiary relationship of Alphabet? Show me the degrees held by Jeff Bezos. List the next tech conferences for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,EVENT_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve the educational qualifications of Sundar Pichai. What industry events are happening this month for startups?,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,EVENT_QUERY",triple
Show me the parent company of YouTube. What is Elon Musk's educational background? Show me current market trends in the startup ecosystem.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,MARKET_TRENDS_QUERY",triple
What is the subsidiary relationship of Alphabet? Show me the degrees held by Jeff Bezos. What are the latest market trends in tech startups?,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,MARKET_TRENDS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Retrieve the educational qualifications of Sundar Pichai. Retrieve trends in the venture capital market.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,MARKET_TRENDS_QUERY",triple
Show me the parent company of YouTube. Who are the main competitors of Apple? Identify companies in cybersecurity that recently secured funding.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,LEAD_GENERATION_QUERY",triple
What is the subsidiary relationship of Alphabet? List Google's top competitors. Show me startups in AI that are potential sales leads.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,LEAD_GENERATION_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the competitors of Microsoft. List emerging fintech companies for lead generation.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,LEAD_GENERATION_QUERY",triple
Show me the parent company of YouTube. Who are the main competitors of Apple? Provide an analysis of the top 5 players in the cloud computing market.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,MARKET_ANALYSIS_QUERY",triple
What is the subsidiary relationship of Alphabet? List Google's top competitors. Show me a market analysis of the fintech sector.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,MARKET_ANALYSIS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the competitors of Microsoft. What are the current trends in the startup ecosystem?,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,MARKET_ANALYSIS_QUERY",triple
Show me the parent company of YouTube. Who are the main competitors of Apple? Show me the latest TechCrunch articles on startups.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,TECH_NEWS_QUERY",triple
What is the subsidiary relationship of Alphabet? List Google's top competitors. Retrieve recent tech news on emerging startups.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,TECH_NEWS_QUERY",triple
Retrieve details on the organizational hierarchy of Samsung. Show me the competitors of Microsoft. What are the latest tech headlines in the startup world?,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,TECH_NEWS_QUERY",triple
Show me the parent company of YouTube. Who are the main competitors of Apple? Show me the latest funding news in the startup world.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,FUNDING_NEWS_QUERY",triple
